DateTime,AddedIPs,RemovedIPs
1594842528,0,1
1594848308,2,0
1594867698,0,1
1594869664,0,1
1594871540,0,1
1594873461,0,1
1594875468,0,1
1594881373,0,1
1594906858,3,0
1594916899,0,1
1594922670,0,1
1594926596,0,1
1594928537,1,0
1594962734,0,1
1594972334,0,1
1594974262,1,0
1594981264,0,1
1594988889,2,0
1594993001,2,1
1595008335,2,0
1595010290,1,0
1595025851,1,0
1595031643,2,0
1595037385,0,1
1595051053,1,0
1595056813,0,1
1595060689,0,1
1595076016,1,1
1595077966,0,2
1595091381,1,0
1595095386,0,1
1595108656,3,0
1595110602,2,0
1595118261,0,1
1595120178,1,0
1595124131,0,2
1595129777,1,0
1595137448,0,1
1595139370,0,1
1595141319,0,1
1595155015,1,0
1595156900,0,1
1595158813,1,1
1595175644,1,0
1595179491,1,0
1595189302,0,1
1595191228,1,0
1595197027,1,0
1595198930,1,0
1595206575,0,2
1595210617,0,3
1595212601,0,3
1595216412,1,1
1595243772,1,1
1595249536,1,0
1595251486,0,1
1595259133,1,0
1595261087,1,0
1595265147,1,0
1595274763,2,0
1595276660,0,1
1595280493,2,0
1595283616,3,0
1595285534,0,1
1595287486,0,1
1595293464,1,0
1595295405,1,0
1595306923,1,0
1595310749,0,1
1595324409,1,2
1595330170,0,1
1595332133,3,0
1595335931,0,1
1595339770,1,0
1595341692,1,0
1595344582,0,1
1595346524,0,1
1595350336,0,1
1595364043,2,0
1595367880,0,1
1595369774,2,1
1595373640,0,1
1595375534,0,1
1595379398,0,1
1595383768,1,0
1595391452,1,0
1595404987,0,1
1595407013,1,0
1595408893,1,0
1595410810,0,1
1595414653,0,1
1595418532,0,2
1595426206,0,1
1595428112,0,1
1595432173,1,0
1595434347,1,0
1595440114,0,2
1595452608,0,2
1595464118,0,1
1595478030,0,1
1595493614,0,1
1595495606,0,1
1595497452,0,1
1595501356,0,1
1595512949,0,1
1595522652,2,0
1595524574,1,0
1595530329,1,1
1595534172,1,0
1595541165,1,0
1595543087,1,0
1595546896,1,0
1595555786,0,1
1595563975,0,1
1595565855,0,1
1595569728,1,0
1595585293,1,0
1595608598,0,1
1595610489,1,1
1595614360,2,0
1595618196,1,0
1595620124,2,1
1595622010,1,0
1595627770,0,1
1595629687,1,0
1595631712,1,0
1595633528,0,1
1595642175,1,0
1595648172,1,0
1595655890,0,1
1595657784,1,0
1595671566,0,1
1595683010,0,1
1595701493,0,1
1595707372,1,1
1595715173,0,1
1595717084,3,0
1595732639,0,1
1595734617,0,1
1595742256,0,1
1595744175,0,1
1595746127,0,1
1595748039,0,1
1595751890,0,1
1595753773,0,1
1595757779,1,0
1595761968,1,0
1595765814,0,1
1595777289,1,0
1595783349,1,0
1595785216,1,0
1595796734,1,0
1595804499,1,0
1595818344,0,1
1595820332,1,0
1595830102,0,3
1595837787,1,0
1595839725,1,1
1595845496,0,1
1595847388,0,1
1595853160,1,0
1595858939,3,0
1595870694,0,2
1595877638,1,0
1595883414,0,1
1595891312,1,0
1595898975,2,0
1595906687,1,1
1595908575,1,0
1595927107,0,1
1595938825,0,1
1595940763,1,0
1595942712,1,0
1595946484,0,1
1595948620,1,0
1595950609,2,0
1595981327,0,1
1595985133,1,1
1595994782,0,2
1596000503,1,0
1596015890,0,1
1596017787,1,0
1596019692,0,1
1596027147,0,1
1596029091,0,1
1596035096,1,1
1596037013,0,2
1596040850,1,0
1596050417,1,0
1596052367,1,0
1596063137,1,0
1596104648,1,4
1596106599,0,1
1596110447,1,0
1596114533,3,1
1596116412,1,0
1596120316,0,1
1596126009,0,1
1596130183,1,1
1596134019,2,0
1596136103,1,0
1596149530,0,1
1596158408,2,0
1596162284,1,0
1596164174,1,0
1596171177,0,1
1596201854,0,2
1596203805,1,1
1596207717,0,1
1596215326,1,0
1596221052,1,0
1596224936,1,0
1596243130,0,3
1596245091,0,1
1596246986,0,1
1596248936,0,1
1596251022,1,1
1596256815,1,0
1596260683,1,0
1596264592,0,1
1596276159,0,1
1596278201,0,1
1596280103,0,1
1596285853,3,0
1596287774,4,0
1596301303,0,1
1596309216,0,1
1596313002,1,0
1596314946,1,0
1596318729,0,1
1596324523,3,0
1596328332,0,1
1596330297,1,0
1596338174,1,0
1596342051,0,1
1596343935,0,1
1596345884,0,1
1596354728,1,0
1596358569,1,0
1596364604,1,0
1596366495,1,1
1596372285,0,4
1596374176,2,5
1596379933,1,0
1596381858,1,0
1596383805,4,0
1596397216,1,0
1596399221,0,1
1596410650,1,0
1596425290,0,1
1596439687,0,1
1596444731,1,0
1596450488,3,3
1596452469,0,2
1596460343,0,1
1596468055,1,0
1596469947,0,3
1596484337,0,1
1596486260,0,1
1596498012,0,1
1596503822,1,0
1596509249,1,0
1596530911,0,1
1596534733,0,2
1596536655,1,3
1596542899,0,2
1596550851,1,0
1596554673,2,0
1596556606,0,1
1596573891,1,0
1596575785,1,0
1596581534,1,0
1596585409,1,0
1596589392,0,1
1596593324,0,1
1596624517,1,0
1596626482,3,0
1596637006,0,1
1596640812,0,3
1596644665,1,0
1596652605,1,0
1596656421,1,0
1596660267,2,1
1596662177,2,0
1596667947,0,1
1596675854,1,0
1596689327,0,1
1596710708,0,1
1596714737,1,0
1596725292,1,0
1596733005,1,0
1596748332,1,0
1596759853,1,0
1596761800,1,0
1596766576,0,1
1596779536,1,0
1596796809,0,1
1596798763,0,2
1596804500,0,1
1596808604,0,4
1596820126,1,1
1596822013,1,0
1596829695,2,1
1596831639,3,0
1596833530,1,0
1596847000,0,1
1596848890,0,2
1596860414,1,0
1596864286,0,1
1596882021,0,1
1596891769,1,0
1596905533,0,1
1596919233,0,1
1596926921,1,0
1596932680,3,0
1596952120,0,1
1596963919,1,0
1596965802,0,4
1596967697,0,1
1596969614,0,3
1596971568,1,0
1596979213,1,0
1596981032,0,1
1596984730,0,1
1596993372,1,0
1597010891,1,0
1597014760,0,2
1597020522,1,0
1597022415,1,0
1597041873,0,1
1597063001,2,0
1597064898,4,0
1597066809,5,0
1597070651,0,2
1597078332,0,1
1597080273,0,1
1597082198,1,0
1597087961,1,0
1597107139,0,1
1597109056,0,1
1597114951,0,2
1597134256,1,0
1597146012,0,1
1597149883,0,1
1597151768,0,2
1597153691,1,0
1597155511,1,0
1597157354,1,0
1597163089,0,1
1597168991,0,1
1597172892,0,1
1597195954,1,1
1597199797,0,1
1597201700,0,2
1597220896,0,1
1597228817,1,0
1597230769,1,0
1597232647,2,0
1597248075,1,0
1597281368,1,0
1597283288,0,1
1597289085,1,0
1597290998,0,1
1597314061,0,1
1597315955,0,2
1597317877,1,2
1597324652,5,0
1597334205,0,1
1597347851,1,0
1597355297,1,0
1597374980,1,1
1597384574,1,0
1597404010,1,1
1597409799,0,1
1597411687,0,4
1597416487,2,2
1597418408,1,0
1597432101,1,0
1597434019,3,0
1597435966,1,0
1597449380,1,0
1597451297,0,1
1597457149,0,1
1597460898,0,1
1597462873,0,1
1597468635,1,1
1597470491,1,1
1597472451,1,0
1597489722,0,1
1597501254,0,2
1597516944,1,0
1597528584,1,0
1597539426,1,2
